Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Cheryl Annette Burton,1962-12-25,"Chicago, Illinois, U.S.",,,Jim Rose​ ​,1986-01-01,1995-01-01,1.0,1.0,,0.0,1953-07-05,"Edison, New Jersey, U.S.",,,2.0,1.0,2.0,1,F,61.0,24.0,33.0,70.0,33.0,42.0,9.0,9.0,1,dancer,0,1,1,0,0,41.8781136,-87.6297982,40.5187154,-74.4120953,1115.0231530386127
Iris Burstein,1930-09-04,"Manhattan, New York City, U.S.",2008-04-05,"Los Angeles, California, U.S.",Sid Miller,1956-01-01,1967-01-01,1.0,1.0,1.0,0.0,1916-10-22,"Shenandoah, Pennsylvania, U.S.",2004-01-10,"Los Angeles, California, U.S.",3.0,2.0,4.0,1,F,78.0,26.0,37.0,88.0,40.0,51.0,11.0,14.0,2,"actor/actress, dancer",1,1,1,1,1,40.7830603,-73.9712488,40.8203658,-76.2007734,187.70395750364378
Christy Curtis Buss,1958-12-28,"St. Louis, Missouri, U.S.",,,Johnny Hatten Buss,1990-01-01,2015-01-01,1.0,1.0,,0.0,1956-10-18,"Los Angeles County, California, U.S.",,,,,,0,F,65.0,32.0,57.0,67.0,34.0,59.0,25.0,2.0,1,dancer,0,1,1,0,0,38.6270025,-90.19940419999999,34.3871821,-118.1122679,2528.7219213478734
Jean Butler,1971-03-14,"Mineola, New York, US",,,Cuan Hanly ​,2001-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,52.0,30.0,,,,,22.0,,1,dancer,0,1,0,0,0,40.7492678,-73.64068449999999,,,
Vanessa Bell,1957-03-20,"Toledo, Ohio, U.S.",,,Anthony Calloway ​,1988-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,66.0,31.0,,,,,35.0,,2,"actor/actress, dancer",0,1,0,0,0,41.6528052,-83.5378674,,,
Leslie Claire Margaret Caron,1931-07-01,"Boulogne-sur-Seine, Paris, France",,,George Hormel,1951-01-01,1954-01-01,3.0,3.0,,0.0,1928-07-17,"Austin, Minnesota",2006-02-12,"Paradise Valley, Arizona",4.0,3.0,6.0,1,F,92.0,20.0,23.0,78.0,23.0,26.0,3.0,3.0,2,"actor/actress, dancer",0,1,1,0,1,48.8396952,2.2399123,43.6666296,-92.97463669999999,6842.843554625466
Witney Capri Carson,1993-10-17,"American Fork, Utah, U.S.",,,Carson McAllister ​,2016-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,30.0,23.0,,,,,7.0,,1,dancer,0,1,0,0,0,40.3768954,-111.7957645,,,
Elise Alyse Seeds,1902-01-30,"Philadelphia, Pennsylvania, U.S.",1963-05-12,"Hollywood, California, U.S.",Merle Armitage​ ​,1932-01-01,,2.0,2.0,,0.0,,,,,,,,0,F,61.0,30.0,,,,,31.0,,3,"actor/actress, dancer, comedians",0,1,1,1,0,39.9525839,-75.1652215,,,
Marjorie Celeste Belcher,1919-09-02,"Los Angeles, California, U.S.",2020-10-21,"Los Angeles, California, U.S.",Arthur Harold Babitsky,1937-01-01,1940-01-01,3.0,2.0,2.0,1.0,1907-10-08,"Omaha, Nebraska, U.S.",1992-03-04,"Los Angeles, California, U.S.",3.0,2.0,2.0,0,F,101.0,18.0,21.0,85.0,30.0,33.0,3.0,12.0,2,"actor/actress, dancer",0,1,1,1,1,34.0549076,-118.242643,41.2565369,-95.9345034,2113.1584219396873
Tula Ellice Finklea,1922-03-08,"Amarillo, Texas, U.S.",2008-06-17,"Los Angeles, California, U.S.",Nico Charisse​ ​,1939-01-01,1947-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,F,86.0,17.0,25.0,,,,8.0,,2,"actor/actress, dancer",0,1,1,1,0,35.2219971,-101.8312969,,,
Barrie Chase,1933-10-20,"Kings Point, New York, U.S.",,,Gene Shacove,1966-01-01,1968-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,F,90.0,33.0,35.0,,,,2.0,,2,"actor/actress, dancer",0,1,1,0,0,40.8198231,-73.7351316,,,
Jennifer Cody,1969-11-10,"Greece, New York, U.S.",,,Hunter Foster ​,1998-01-01,,1.0,0.0,,0.0,1969-06-25,"Lumberton, North Carolina, United States",,,1.0,0.0,,1,F,54.0,29.0,,54.0,29.0,,25.0,0.0,1,dancer,0,1,0,0,0,43.2097837,-77.6930602,34.6182199,-79.0086424,962.0577137188903
Misty Danielle Copeland,1982-09-10,"Kansas City, Missouri, U.S.",,,Olu Evans ​,2016-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,41.0,34.0,,,,,7.0,,1,dancer,0,1,0,0,0,39.0997265,-94.5785667,,,
Mekia Cox,1981-11-18,"Saint Croix, U.S. Virgin Islands",,,Britt Leach ​,2018-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,42.0,37.0,,,,,5.0,,1,dancer,0,1,0,0,0,17.7245968,-64.83479919999999,,,
Nikki Cox,,,,,Jon Ferguson Mohr,2006-01-01,2018-01-01,1.0,1.0,1.0,0.0,1970-08-23,"Verona, New Jersey, U.S.",,,3.0,2.0,2.0,0,F,,,,53.0,36.0,48.0,12.0,,2,"actor/actress, dancer",1,1,1,0,0,,,40.82980060000001,-74.24016089999999,
Jeanne Coyne,1923-02-28,"Pittsburgh, Pennsylvania, U.S.",1973-05-10,"Los Angeles, California, U.S.",Stanley Donen​ ​,1948-01-01,1951-01-01,2.0,1.0,2.0,0.0,1924-04-13,"Columbia, South Carolina, U.S",2019-02-21,"New York City, U.S.",5.0,5.0,3.0,1,F,50.0,25.0,28.0,95.0,24.0,27.0,3.0,1.0,1,dancer,0,1,1,1,1,40.44062479999999,-79.9958864,34.0007104,-81.0348144,721.9536802559778
Lucille Fay LeSueur,,"San Antonio, Texas, U.S.",1977-05-10,"New York City, U.S.",Douglas Elton Fairbanks Jr.,1929-01-01,1933-01-01,4.0,3.0,4.0,1.0,1909-12-09,"New York City, U.S.",2000-05-07,"New York City, U.S.",3.0,1.0,3.0,0,F,,,,91.0,20.0,24.0,4.0,,2,"actor/actress, dancer",1,1,1,1,1,29.4251905,-98.4945922,40.7127753,-74.0059728,2545.0228735636283
Charlotte Lorraine d'Amboise,1964-05-11,"New York City, U.S.",,,Terrence Vaughan Mann,1996-01-01,,1.0,1.0,2.0,0.0,1951-07-01,"Ashland, Kentucky, U.S.",,,2.0,1.0,2.0,0,F,59.0,32.0,,72.0,45.0,,27.0,13.0,2,"actor/actress, dancer",1,1,1,0,0,40.7127753,-74.0059728,38.4784144,-82.63793869999999,779.8184773475757
Altovise Joanne Gore,1943-08-30,"Charlotte, North Carolina, U.S.",2009-03-14,"Los Angeles, California, U.S.",Samuel George Davis Jr.,1970-01-01,,1.0,0.0,,1.0,1925-12-08,"New York City, U.S.",1990-05-16,"Beverly Hills, California, U.S.",3.0,2.0,4.0,0,F,66.0,27.0,,65.0,45.0,,20.0,18.0,1,dancer,1,1,0,1,1,35.2270869,-80.8431267,40.7127753,-74.0059728,854.6007929952143
Frances Elizabeth Taylor,1929-09-28,"Chicago, Illinois, U.S.",2018-11-17,,Jean-Marie Durand​ ​,1955-01-01,,2.0,2.0,,0.0,,,,,,,,0,F,89.0,26.0,,,,,63.0,,1,dancer,0,1,1,1,0,41.8781136,-87.6297982,,,
Virginia Davis,1918-12-31,"Kansas City, Missouri, U.S.",2009-08-15,"Corona, California, U.S.",Robert McGhee​ ​,1943-01-01,,1.0,0.0,2.0,1.0,,,,,,,,0,F,91.0,25.0,,,,,,,1,dancer,0,1,0,1,0,39.0997265,-94.5785667,,,
Margaret Yvonne Middleton,1922-09-01,"Vancouver, British Columbia, Canada",2007-01-08,"Los Angeles, California, U.S.",Robert Drew Morgan​ ​,1955-01-01,1973-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,F,85.0,33.0,51.0,,,,18.0,,2,"actor/actress, dancer",0,1,1,1,0,49.2827291,-123.1207375,,,
Claudia Dell Smith,1910-01-10,"San Antonio, Texas, U.S.",1977-09-05,"Los Angeles, California, U.S.",Phillip G. Offin​ ​,1928-01-01,1930-01-01,3.0,3.0,,0.0,,,,,,,,0,F,67.0,18.0,20.0,,,,2.0,,2,"actor/actress, dancer",0,1,1,1,0,29.4251905,-98.4945922,,,
Eleonora Derenkovskaya,1917-01-01,"Kyiv, Ukraine",1961-10-13,"New York, New York, U.S.",Gregory Bardacke​ ​,1935-01-01,1939-01-01,3.0,2.0,,0.0,,,,,,,,0,F,44.0,18.0,22.0,,,,4.0,,3,"actor/actress, dancer, director",0,1,1,1,0,50.4501,30.5234,,,
Jenna Lee Dewan,1980-12-03,"Hartford, Connecticut, U.S.",,,Channing Matthew Tatum,2009-01-01,2019-01-01,1.0,1.0,2.0,0.0,1980-04-26,"Cullman, Alabama, U.S.",,,1.0,1.0,1.0,1,F,43.0,29.0,39.0,43.0,29.0,39.0,10.0,0.0,2,"actor/actress, dancer",1,1,1,0,0,41.7658043,-72.6733723,34.1748208,-86.8436124,1498.666593392183
Blanche Lillian Pixley,1878-06-06,"San Francisco, California",1933-08-30,,Walter Newton Jones​ ​,1908-01-01,,1.0,0.0,1.0,1.0,1874-10-02,"Springfield, Ohio",1922-05-26,"Bensonhurst, New York Brooklyn",1.0,,1.0,1,F,55.0,30.0,,48.0,34.0,,14.0,4.0,1,dancer,0,1,0,1,1,37.7749295,-122.4194155,39.9242266,-83.8088171,3326.083951427454
Lucinda Marie Henninger,1960-07-09,"Hutchinson, Kansas, U.S.",,,Halley Dickey,1990-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,63.0,30.0,,,,,33.0,,2,"actor/actress, dancer",0,1,0,0,0,38.0608445,-97.92977429999999,,,
Caren Morris,1919-04-06,"Hollywood, California, U.S.",,,Bill Doll​ ​,1950-01-01,,1.0,0.0,1.0,1.0,,,,,,,,0,F,104.0,31.0,,,,,,,2,"actor/actress, dancer",0,1,0,0,0,34.0928092,-118.3286614,,,
Eunice Westmoreland,1914-11-15,"Miami, Florida, U.S.",1989-06-20,"Los Angeles, California, U.S.",William Travilla ​,1944-01-01,,1.0,0.0,1.0,0.0,1920-03-22,"Los Angeles, California, U.S.",1990-11-02,"Los Angeles, California, U.S.",1.0,0.0,1.0,0,F,75.0,30.0,,70.0,24.0,,45.0,6.0,2,"actor/actress, dancer",0,1,0,1,1,25.7616798,-80.1917902,34.0549076,-118.242643,3758.6941249839388
Angela Isadora Duncan,1877-05-26,"San Francisco, California, U.S.",1927-09-14,"Nice, France",Sergei Yesenin​ ​,1922-01-01,1923-01-01,1.0,1.0,3.0,0.0,1895-10-03,"Konstantinovo, Ryazansky Uyezd, Ryazan Governorate, Russian Empire",1925-12-28,"Leningrad, Soviet Union (now St. Petersburg, Russia)",1.0,,,0,F,50.0,45.0,46.0,30.0,27.0,28.0,1.0,18.0,1,dancer,0,1,1,1,1,37.7749295,-122.4194155,54.8631603,39.5995319,9572.41210433746
Katherine Mary Dunham,1909-06-22,"Chicago, Illinois, U.S",2006-05-21,"New York City, U.S",Jordis W. McCoo​ ​,1931-01-01,1938-01-01,2.0,1.0,,1.0,,,,,,,,0,F,97.0,22.0,29.0,,,,7.0,,2,"actor/actress, dancer",0,1,1,1,0,41.8781136,-87.6297982,,,
Susan Farrell Egan,1970-02-18,"Seal Beach, California, U.S.",,,Robert Hartmann ​,2005-01-01,,1.0,1.0,2.0,0.0,,,,,,,,0,F,53.0,35.0,,,,,18.0,,3,"actor/actress, dancer, comedians",0,1,1,0,0,33.7414085,-118.1047682,,,
Taina Elisabeth Elg,1930-03-09,"Helsinki, Finland",,,Carl-Gustav Björkenheim​ ​,1953-01-01,1960-01-01,2.0,1.0,1.0,1.0,,,,,,,,0,F,93.0,23.0,30.0,,,,7.0,,2,"actor/actress, dancer",0,1,1,0,0,60.16985569999999,24.938379,,,
Jean Erdman,1916-02-20,"Honolulu, Hawaii, U.S.",2020-05-04,"Honolulu, Hawaii, U.S.",Joseph John Campbell,1938-01-01,,1.0,0.0,,1.0,1904-03-26,"White Plains, New York, U.S.",1987-10-30,"Honolulu, Hawaii, U.S.",1.0,0.0,,1,F,104.0,22.0,,83.0,34.0,,49.0,12.0,1,dancer,0,1,0,1,1,21.3098845,-157.8581401,41.03398620000001,-73.7629097,7993.566729990574
Mary Benton Faber,,"Greenville, North Carolina, United States",,,Gabe Witcher ​,2013-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,,,,,,,10.0,,3,"actor/actress, dancer, singer",0,1,0,0,0,35.612661,-77.3663538,,,
Charlotte Faust,1880-02-08,"Brooklyn, New York, U.S.",1910-01-26,"New York City, New York, U.S.",Paul Schindler​ ​,1898-01-01,1902-01-01,2.0,1.0,,0.0,,,,,,,,0,F,30.0,18.0,22.0,,,,4.0,,1,dancer,0,1,1,1,0,40.6781784,-73.9441579,,,
Kelli Cecile McGonagill,1964-12-30,,,,Joel Finglass ​,1996-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,59.0,32.0,,,,,27.0,,1,dancer,0,1,0,0,0,,,,,
Arlethia Gertrude Fitch,1880-09-14,"Staunton, Virginia, U.S.",1950-07-01,"The Hague, Netherlands, U.S.",Jakob August Jensen​ ​,1912-01-01,1922-01-01,1.0,1.0,,0.0,,,,,,,,0,F,70.0,32.0,42.0,,,,10.0,,1,dancer,0,1,1,1,0,38.149576,-79.0716958,,,
Evan-Burrows Fontaine,1898-10-03,"Huron, Hill County, Texas, US",1984-12-27,"Winchester, Virginia, US",Sterling Lawrence Adair​ ​,1918-01-01,1920-01-01,2.0,2.0,2.0,0.0,,,,,,,,0,F,86.0,20.0,22.0,,,,2.0,,1,dancer,0,1,1,1,0,32.0398757,-97.3600142,,,
Hazel Froidevaux,1910-11-26,"Gettysburg, South Dakota, U.S.",1980-11-19,"Los Angeles, California, U.S.",Harry Judson​ ​,1928-01-01,1930-01-01,3.0,2.0,,1.0,,,,,,,,0,F,70.0,18.0,20.0,,,,2.0,,2,"actor/actress, dancer",0,1,1,1,0,45.0116474,-99.95567280000002,,,
Katherine Feeney,1928-05-28,"San Diego, California, U.S.",2015-03-15,"Beverly Hills, California, U.S.",Milo O. Frank Jr​ ​,1951-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,87.0,23.0,,,,,,,2,"actor/actress, dancer",0,1,0,1,0,32.715738,-117.1610838,,,
Nicole Providence Fosse,1963-03-03,,,,Andreas Greiner ​,2000-01-01,,1.0,0.0,3.0,1.0,,,,,,,,0,F,60.0,37.0,,,,,,,2,"actor/actress, dancer",0,1,0,0,0,,,,,
Sutton Lenore Foster,1975-03-18,"Statesboro, Georgia, U.S.",,,Christian Borle​ ​,2006-01-01,2009-01-01,2.0,1.0,1.0,0.0,1973-10-01,"Pittsburgh, Pennsylvania, U.S.",,,1.0,1.0,,1,F,48.0,31.0,34.0,50.0,33.0,36.0,3.0,2.0,1,dancer,0,1,1,0,0,32.4487876,-81.7831674,40.44062479999999,-79.9958864,902.8566839594686
Mary Jane Frehse,1915-07-18,"Saint Paul, Minnesota, U.S.",1985-09-06,"Newport Beach, California, U.S.",Glenn Monroe Kunkel,1942-01-01,1947-01-01,1.0,1.0,1.0,0.0,1898-08-02,"Juliaetta, Idaho, U.S.",1970-04-18,"Orlando, Florida, U.S.",1.0,1.0,1.0,1,F,70.0,27.0,32.0,72.0,44.0,49.0,5.0,17.0,2,"actor/actress, dancer",1,1,1,1,1,44.9537029,-93.0899578,46.5787804,-116.7059863,1833.8157410641654
Mayte Jannell Garcia,1973-11-12,"Fort Rucker, Alabama, U.S.",,,Prince​ ​,1996-01-01,2000-01-01,1.0,1.0,,0.0,,,,,,,,0,F,50.0,23.0,27.0,,,,4.0,,3,"actor/actress, dancer, singer",0,1,1,0,0,31.3400515,-85.7153754,,,
Frances Ethel Gumm,1922-06-10,"Grand Rapids, Minnesota, U.S.",1969-06-22,"London, England",David Rose​ ​,1941-01-01,1944-01-01,5.0,4.0,3.0,0.0,,,,,,,,0,F,47.0,19.0,22.0,,,,3.0,,2,"actor/actress, dancer",0,1,1,1,0,47.2371658,-93.53021419999999,,,
Teri Ann Garr,1944-12-11,"Lakewood, Ohio, U.S.",,,John O'Neil ​ ​,1993-01-01,1996-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,F,79.0,49.0,52.0,,,,3.0,,3,"actor/actress, dancer, comedians",0,1,1,0,0,41.4819932,-81.7981908,,,
Betty Garrett,1919-05-23,"St. Joseph, Missouri, U.S.",2011-02-12,"Los Angeles, California, U.S.",Samuel Lawrence Klusman Parks,1944-01-01,,1.0,0.0,2.0,1.0,1914-12-13,"Olathe, Kansas, U.S.",1975-04-13,"Studio City, California, U.S.",1.0,0.0,2.0,1,F,92.0,25.0,,61.0,30.0,,31.0,5.0,2,"actor/actress, dancer",1,1,0,1,1,39.7674578,-94.84668099999999,38.8813958,-94.81912849999999,98.55409768161451
Leslie Gaye Griffin,1935-03-06,"Denver, Colorado, U.S.",2016-07-14,"Houston, Texas, U.S.",Bently C. Ware​ ​,1955-01-01,,1.0,0.0,1.0,1.0,,,,,,,,0,F,81.0,20.0,,,,,,,2,"actor/actress, dancer",0,1,0,1,0,39.7392358,-104.990251,,,
Francesca Marlene de Czanyi von Gerber,1931-09-04,"Chicago, Illinois, U.S.",,,Jack Bean​ ​,1954-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,92.0,23.0,,,,,,,2,"actor/actress, dancer",0,1,0,0,0,41.8781136,-87.6297982,,,
Summer Lyn Glau,1981-07-24,"San Antonio, Texas, U.S.",,,Val Morrison ​,2014-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,42.0,33.0,,,,,9.0,,2,"actor/actress, dancer",0,1,0,0,0,29.4251905,-98.4945922,,,
Elizabeth Ruth Grable,1916-12-18,"St. Louis, Missouri, U.S.",1973-07-02,"Santa Monica, California, U.S.",John Leslie Coogan,1937-01-01,1939-01-01,2.0,2.0,2.0,0.0,1914-10-26,"Los Angeles, California, U.S.",1984-03-01,"Santa Monica, California, U.S.",4.0,3.0,4.0,0,F,57.0,21.0,23.0,70.0,23.0,25.0,2.0,2.0,2,"actor/actress, dancer",1,1,1,1,1,38.6270025,-90.19940419999999,34.0549076,-118.242643,2552.233390329257
Martha Graham,1894-05-11,"Pittsburgh, Pennsylvania, U.S.",1991-04-01,"New York City, U.S.",Frederick Hawkins,1948-01-01,1954-01-01,1.0,1.0,,0.0,1909-04-23,"Trinidad, Colorado, U.S.",1994-11-23,"New York City, U.S.",1.0,1.0,,1,F,97.0,54.0,60.0,85.0,39.0,45.0,6.0,15.0,1,dancer,0,1,1,1,1,40.44062479999999,-79.9958864,37.1694632,-104.5005407,2147.1458812227725
Camille Donatacci,1968-09-02,"Newport Beach, California, U.S.",,,Allen Kelsey Grammer,1997-01-01,2011-01-01,2.0,1.0,2.0,0.0,1955-02-21,"Saint Thomas, U.S. Virgin Islands",,,4.0,3.0,7.0,0,F,55.0,29.0,43.0,68.0,42.0,56.0,14.0,13.0,2,"actor/actress, dancer",1,1,1,0,0,33.6188829,-117.9298493,18.3380965,-64.8940946,5503.657161957906
Marianna Michalska,1901-10-24,"Rydlewo, German Empire (present-day Poland)",1959-12-22,"Los Angeles, California, U.S.",John Gorecki ​,1923-01-01,,3.0,3.0,1.0,0.0,,,,,,,,0,F,58.0,22.0,,,,,36.0,,2,"actor/actress, dancer",0,1,1,1,0,52.8328125,17.735038,,,
Heidi Groskreutz,1981-09-03,"California, U.S.",,,Donnie Burns  ​,2008-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,42.0,27.0,,,,,15.0,,1,dancer,0,1,0,0,0,36.778261,-119.4179324,,,
Ann Hutchinson,1918-11-03,"New York City, U.S.",2022-04-09,"London, England",Ricky Trent,1962-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,104.0,44.0,,,,,,,1,dancer,0,1,0,1,0,40.7127753,-74.0059728,,,
Adelaide Louise Hall,1901-10-20,"Brooklyn, New York, U.S.",1993-11-07,"London, England",Bertram Hicks​ ​,1924-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,92.0,23.0,,,,,,,1,dancer,0,1,0,1,0,40.6781784,-73.9441579,,,
Carolyn Haney,1924-12-24,"New Bedford, Massachusetts, U.S.",1964-05-10,"Saddle River, New Jersey, U.S.",Eugene Dorian Johnson​ ​,1945-01-01,1953-01-01,2.0,2.0,2.0,0.0,,,,,,,,0,F,40.0,21.0,29.0,,,,8.0,,1,dancer,0,1,1,1,0,41.6362152,-70.93420499999999,,,
Emma Elizabeth Matthews,1871-10-09,"Augusta, Georgia, U.S.",1940-12-31,"Brooklyn, New York City",Joseph B. Harris​ ​,1896-01-01,1907-01-01,2.0,2.0,,0.0,,,,,,,,0,F,69.0,25.0,36.0,,,,11.0,,2,"actor/actress, dancer",0,1,1,1,0,33.4734978,-82.0105148,,,
Goldie Jeanne Hawn,1945-11-21,"Washington, D.C., U.S.",,,Kostas Tritchonis,1969-01-01,1976-01-01,2.0,2.0,3.0,0.0,1937-11-21,"New York City, NY, U.S.",,,2.0,1.0,,1,F,78.0,24.0,31.0,86.0,32.0,39.0,7.0,8.0,2,"actor/actress, dancer",1,1,1,0,0,38.9071923,-77.0368707,40.7127753,-74.0059728,327.5814620902349
Mary Hay Caldwell,1901-08-22,"Fort Bliss, Texas, U.S.",1957-06-04,"Inverness, California, U.S.",Richard Barthelmess​ ​,1920-01-01,1927-01-01,3.0,3.0,3.0,0.0,1895-05-09,"New York City, U.S.",1963-08-17,"Southampton, New York, U.S.",2.0,1.0,2.0,1,F,56.0,19.0,26.0,68.0,25.0,32.0,7.0,6.0,1,dancer,0,1,1,1,1,31.812438,-106.4213208,40.7127753,-74.0059728,3049.796213230155
Margarita Carmen Hayworth Cansino,1918-10-17,"New York City, U.S.",1987-05-14,"New York City, U.S.",Edward C. Judson​ ​,1937-01-01,1942-01-01,5.0,5.0,2.0,0.0,,,,,,,,0,F,69.0,19.0,24.0,,,,5.0,,2,"actor/actress, dancer",0,1,1,1,0,40.7127753,-74.0059728,,,
Volga Margaret Hayworth,1897-08-08,"Washington, D.C., U.S.",1945-01-25,"Santa Monica, California, U.S.","Eduardo Cansino, Sr.​ ​",1917-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,F,48.0,20.0,,,,,28.0,,1,dancer,0,1,0,1,0,38.9071923,-77.0368707,,,
Davenie Johanna Heatherton,1944-09-14,"Rockville Centre, New York, U.S.",,,Lance Rentzel​ ​,1969-01-01,1972-01-01,1.0,1.0,,0.0,,,,,,,,0,F,79.0,25.0,28.0,,,,3.0,,2,"actor/actress, dancer",0,1,1,0,0,40.65871380000001,-73.6412406,,,
Ruth Redfern,1906-01-06,"Cripple Creek, Colorado, U.S.",1994-04-21,"Montrose, California, U.S.",Harry Lieberman​ ​,1938-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,88.0,32.0,,,,,56.0,,3,"actor/actress, dancer, comedians",0,1,0,1,0,38.7466555,-105.1783149,,,
Emily Key Hoffman,1876-01-01,"New York City, New York, U.S.",1927-09-12,"Nantucket, Massachusetts, U.S.",Frederick Young Dalziel​ ​,1901-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,51.0,25.0,,,,,26.0,,1,dancer,0,1,0,1,0,40.7127753,-74.0059728,,,
Katherine Gertrude Hay,1883-05-07,"San Francisco, California, U.S.",1966-10-21,"Los Angeles, California, U.S.",Max Hoffmann​ ​,1901-01-01,,1.0,0.0,1.0,1.0,,,,,,,,0,F,83.0,18.0,,,,,,,1,dancer,0,1,0,1,0,37.7749295,-122.4194155,,,
Allison Renae Holker,1988-02-06,"Anoka County, Minnesota, U.S.",,,Stephen Laurel Boss,2013-01-01,,1.0,0.0,3.0,1.0,1982-09-29,"Montgomery, Alabama, U.S.",2022-12-13,"Los Angeles, California, U.S.",1.0,0.0,3.0,1,F,35.0,25.0,,40.0,31.0,,9.0,6.0,1,dancer,1,1,0,0,1,45.3292832,-93.2197005,32.3792233,-86.3077368,1557.9140704164047
Lena Mary Calhoun Horne,1917-06-30,"Brooklyn, New York City, U.S.",2010-05-09,"New York City, U.S.",Louis Jordan Jones​ ​,1937-01-01,1944-01-01,2.0,1.0,2.0,1.0,,,,,,,,0,F,93.0,20.0,27.0,,,,7.0,,3,"actor/actress, dancer, singer",0,1,1,1,0,40.6781784,-73.9441579,,,
Julianne Alexandra Hough,1988-07-20,"Orem, Utah, U.S.",,,Brooks Laich​ ​,2017-01-01,2022-01-01,1.0,1.0,,0.0,,,,,,,,0,F,35.0,29.0,34.0,,,,5.0,,3,"actor/actress, dancer, singer",0,1,1,0,0,40.2968979,-111.6946475,,,
Ernestine Hill,1910-10-13,"Longview, Texas, U.S.",2000-03-20,"Beverly Hills, California, U.S.",Charles Kenneth Gould,1935-01-01,1947-01-01,2.0,1.0,,0.0,1905-04-26,"New York City, U.S.",1968-05-25,"Los Angeles, California, U.S.",2.0,1.0,,0,F,90.0,25.0,37.0,63.0,30.0,42.0,12.0,5.0,2,"actor/actress, dancer",0,1,1,1,1,32.5007037,-94.74048909999999,40.7127753,-74.0059728,2056.761548624533
Doris Humphrey,1895-10-17,"Oak Park, Illinois, United States",1958-12-29,"New York, New York",Charles Woodford ​,1932-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,63.0,37.0,,,,,26.0,,1,dancer,0,1,0,1,0,41.8850317,-87.7845025,,,
Zaidee Jackson,1897-12-30,"Augusta, Georgia",1970-12-15,"Waterbury, Connecticut",James Jackson ​,1920-01-01,1927-01-01,2.0,2.0,,0.0,,,,,,,,0,F,73.0,23.0,30.0,,,,7.0,,2,"actor/actress, dancer",0,1,1,1,0,33.4734978,-82.0105148,,,
Adele Louisa Jurgens ,1917-11-26,"Brooklyn, New York. U.S.",2002-11-22,"Camarillo, California, U.S.",Glenn Langan​ ​,1949-01-01,,1.0,0.0,1.0,1.0,1917-07-08,"Denver, Colorado, U.S",1991-01-26,"Camarillo, California, U.S.",1.0,,1.0,0,F,85.0,32.0,,74.0,32.0,,42.0,0.0,2,"actor/actress, dancer",0,1,0,1,1,40.6781784,-73.9441579,39.7392358,-104.990251,2624.743916212221
Jenna Johnson ,1994-04-12,California,,,Valentin Aleksandrovich Chmerkovskiy,2019-01-01,,1.0,0.0,1.0,0.0,1986-03-24,"Odesa, Ukrainian SSR, Soviet Union",,,1.0,0.0,1.0,1,F,29.0,25.0,,37.0,33.0,,4.0,8.0,1,dancer,0,1,0,0,0,36.778261,-119.4179324,46.482526,30.7233095,10288.844399194279
Suzanne Kaaren,1912-03-21,"Brooklyn, New York City, U.S.",2004-08-27,"Englewood, New Jersey, U.S.",Sidney Alderman Blackmer,1943-01-01,,1.0,0.0,2.0,1.0,1895-07-13,"Salisbury, North Carolina, U.S.",1973-10-06,"New York City, U.S.",2.0,2.0,2.0,0,F,92.0,31.0,,78.0,48.0,,30.0,17.0,2,"actor/actress, dancer",1,1,0,1,1,40.6781784,-73.9441579,35.6709727,-80.4742261,796.935144500921
